element_type,osmid,highway,geometry,old_name,disused:railway,crossing:barrier,railway,public_transport,tram,crossing,barrier,light_rail,name,network,operator,station,wikidata,ref,subway,attribution,network:wikidata,train,wheelchair,massgis:geom_id,source,access,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,baby_feeding,bicycle,emergency_telephone_code,level,lit,parking,start_date,supervised,tracks,website,wikipedia,network:guid,network:short,network:wikipedia,operator:wikidata,gtfs:stop_id,check_date,opening_date,alt_name,ele,gnis:feature_id,wikimedia_commons,url,wheelchair:description,bus,bicycle_parking,contact:twitter,covered,fee,foot,internet_access,location,motor_vehicle,phone,description,indoor,stroller,check_date:crossing:barrier,fixme,architect,blind,colour,elevator,opening_hours,operator:type,platforms,smoking,surface,bench,bin,line,shelter,tactile_paving,railway:ref,material,iata,local_ref,name:Amtrak,name:MBTA,railway:ref:Amtrak,operator:short,railway:position,railway:signal:direction,railway:signal:position,direction,railway:derail,crossing:bell,crossing:light,locked,railway:signal:main,railway:signal:speed_limit,railway:signal:speed_limit:speed,automatic_door,door,oneway,entrance,railway:local_operated,railway:switch,railway:switch:configuration,railway:switch:movable_frog,railway:turnout_side,addr:city_parent,addr:country,addr:county,fare_zone,addr:neighbourhood,addr:street_1,amenity,lockable,exit,man_made,layer,tunnel,heritage:website,internet,phone:elevator,departures_board,historic,traffic_signals,contact:website,automated,note,seasonal,communication,speaker,tactile_writing:braille:en,emergency,access:conditional,traffic_signals:sound,button_operated,communication:radio,height,width,support,access:disabled,lanes,nodes,condition,massgis:way_id,maxspeed,railway_name,hgv,massgis:ref,cycleway:both,lane_markings,electrified,frequency,gauge,old_railway_operator,owner,ownership,voltage,railway:preferred_direction,incline,cutting,service,passenger,railway:track_ref,usage,highspeed,old_name:1970,railway:atc,railway:ptc,source:old_name:1970,bridge,building,bridge:movable,railway:traffic_mode,railway:bidirectional,change_date:first,change_date:fourth,change_date:second,change_date:third,name:original,operator:fourth,operator:freight,operator:original,operator:passenger,operator:second,operator:third,ford,maxheight,tracktype,note:old_railway_operator,abandoned:railway,railway:cbtc,building:levels,area,lanes:backward,lanes:forward,building:material,toilets,platform:type,bridge:structure,bridge:structure:beam,end_date,passenger_information_display,landuse,nohousenumber,roof:levels,roof:shape,horse,waste_basket,proposed:railway,turn:lanes:backward
node,69487174,,POINT (-71.1248799 42.3520987),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69487423,,POINT (-71.0697182 42.3736234),,,,station,station,,,,,Community College,MBTA,MBTA,subway,Q3562508,,yes,,Q171985,,yes,,,,,,,,,,,,,,,,,,,,en:Community College station,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,Category:Community College station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488032,,POINT (-71.119929 42.3516323),,,,stop,stop_position,,,,yes,Babcock Street,MBTA,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488191,,POINT (-71.0713371 42.3611939),,,,stop,stop_position,,,,,Charles/MGH,MBTA,MBTA,,Q584412,,yes,,Q171985,,yes,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,http://www.mbta.com/schedules_and_maps/subway/lines/stations/?stopId=11048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488284,,POINT (-71.140274 42.3486404),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488565,,POINT (-71.1101058 42.328513),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488839,,POINT (-71.0632723 42.3567898),,,,stop,stop_position,,,,,Park Street,MBTA,MBTA,,,,yes,,Q171985,,,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,http://www.mbta.com/schedules_and_maps/subway/lines/stations/?stopId=13771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488902,,POINT (-70.9960365 42.3919527),,,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69488985,,POINT (-71.1308904 42.3505095),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489031,,POINT (-71.1457386 42.3416983),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489103,,POINT (-71.0924273 42.2675657),,,,station,station,,,,yes,Mattapan,MBTA,,light_rail,Q2889476,,,,Q171985,yes,,,,,Boston,500,02126,MA,River Street,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489300,,POINT (-71.1402269 42.3486367),,,,halt,station,,,,yes,Warren Street,MBTA,MBTA,light_rail,Q5843108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489361,,POINT (-71.154997 42.3385321),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489378,,POINT (-71.0712863 42.3517307),,,,station,station,,,,yes,Arlington,MBTA,MBTA,light_rail,Q4792268,,,,,,yes,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489609,,POINT (-71.1310251 42.3504313),,,,halt,station,,,,yes,Harvard Avenue,MBTA,MBTA,light_rail,Q5676284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489756,,POINT (-71.1525455 42.3388299),,,no,crossing,,,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489847,,POINT (-71.1000939 42.3492264),,,,halt,station,,,,yes,Blandford Street,MBTA,MBTA,light_rail,Q4925022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69489948,,POINT (-71.0612775 42.300136),,,,stop,stop_position,,,,,Fields Corner,MBTA,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490158,,POINT (-71.1459359 42.341658),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490284,,POINT (-71.0603454 42.3651645),,,,stop,stop_position,,,,yes,North Station,MBTA,MBTA,,,70027,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490582,,POINT (-71.1108935 42.3505423),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490650,,POINT (-71.1041908 42.3453986),,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490789,,POINT (-70.9967468 42.3909672),,,,stop,stop_position,,,,,Suffolk Downs,MBTA,MBTA,,,,yes,,Q171985,,,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490893,,POINT (-71.1524873 42.338936),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69490954,,POINT (-71.0627202 42.3518022),,,,stop,stop_position,,,,,Chinatown,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69491181,,POINT (-71.1422357 42.3446565),,,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69491348,,POINT (-71.1610576 42.3400501),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69491381,,POINT (-71.1042505 42.3172166),,,,stop,stop_position,,,,,Stony Brook,MBTA,MBTA,,,,yes,,Q171985,,,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69491687,,POINT (-71.1110058 42.3294298),,,,halt,station,,,,yes,Back of the Hill,MBTA,MBTA,light_rail,Q4839332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69491775,,POINT (-71.1462998 42.341582),,,,halt,station,,,,yes,Sutherland Road,MBTA,MBTA,light_rail,Q7649999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69492475,,POINT (-71.1572454 42.3394813),,,,stop,stop_position,,,,yes,South Street,MBTA,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69492689,,POINT (-71.0950117 42.337905),,,,stop,stop_position,,,,yes,Museum of Fine Arts,MBTA,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69493115,,POINT (-71.0849488 42.3427676),,,,station,station,,,,yes,Symphony,MBTA,MBTA,light_rail,Q5549774,,station,,,,no,,,yes,Boston,,02115,MA,Huntington Avenue,no,no,no,,-1,yes,no,1941-02-16,yes,2,https://www.mbta.com/stops/place-symcl,en:Symphony station,,,,,,,,,,,,,,,no,https://twitter.com/MBTA,yes,yes,designated,no,underground,no,+1-617-222-3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69493310,,POINT (-71.1075902 42.3103516),,,,stop,stop_position,,,,,Green Street,MBTA,Massachusetts Bay Transportation Authority,,,70003,yes,,Q171985,,,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,70003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69493810,,POINT (-71.06443 42.3534194),,,,stop,stop_position,,,,yes,Boylston,MBTA,MBTA,,Q4846632,,,,Q171985,,limited,,,yes,,,,,,,,no,,,yes,,,,,,en:Boylston station,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,,,,,,yes,,yes,,underground,no,,Outbound stopping location,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69493892,,POINT (-71.0896869 42.3400454),,,,stop,stop_position,,,,yes,Northeastern,MBTA,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69494252,,POINT (-71.1298345 42.350703),,,no,level_crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69494687,,POINT (-71.0571919 42.34236),,,,station,station,,,,,Broadway,MBTA,MBTA,subway,Q4972390,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495136,,POINT (-71.0889373 42.340342),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495531,,POINT (-71.0813915 42.3456782),,,,halt,station,,,,yes,Prudential,MBTA,MBTA,light_rail,Q7252977,,,Office of Geographic and Environmental Information (MassGIS),,,yes,,,,Boston,,02199,MA,Huntington Avenue,no,,no,,0;-1;-2,yes,,1941-02-16,yes,,https://www.mbta.com/stops/place-prmnl,en:Prudential station,,,,,,,,,,,,,,,,,yes,,designated,no,underground,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495591,,POINT (-71.1403426 42.3485675),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495717,,POINT (-71.1528837 42.338352),,,,halt,station,,,,yes,Chestnut Hill Avenue,MBTA,MBTA,light_rail,Q5093944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495795,,POINT (-71.0554749 42.3252999),,,,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69495933,,POINT (-71.1401649 42.3487284),,,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69496696,,POINT (-71.0843962 42.3407986),,,,stop,stop_position,,,,,Massachusetts Avenue,MBTA,MBTA,,,,yes,,Q171985,,,,,,,,,,,,,,,,,,,,,,,US-MA-MBTA,MBTA,en:Massachusetts Bay Transportation Authority,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69496958,,POINT (-71.0952999 42.3489438),,,,station,station,,,,yes,Kenmore,MBTA,MBTA,light_rail,Q6389462,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,69504191,,POINT (-71.0302794 42.3743325),[old_name],,,station,station,,,,,Airport,MBTA,MBTA,subway,Q4241859,,yes,,,,yes,,,yes,Boston,,02128,MA,Transportation Way,no,,yes,+1-617-222-1212,0;1,yes,no,1952-01-05,yes,2,https://www.mbta.com/stops/subway,en:Airport station (MBTA),,,,,,,,,,,,,,,no,,yes,yes,yes,no,indoor,,+1-617-222-3200,,yes,,,,[architect],yes,blue,yes,Mo-Su 04:55-24:00,government,2,no,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
